index,participant_code,utterance
4503,77-1,and they tear her dress.
4504,77-1,and drive off.
4505,77-1,and she's left there all sad.
4506,77-1,"And then her very godmother, Sally Gulla, Richard Kaula, would you like me to sing you this song?"
4507,77-1,Um.
4508,77-1,"And tells her, oh, you can go, I'll show you."
4509,77-1,So she waves her magic wand.
4510,77-1,and she's wearing this beautiful gown.
4511,77-1,"and the pumpkin turns into a golden coach, and the mice and the horse, you know, the mice and the whatever else they're turned into the, the horses and the coachman,."
4512,77-1,"and you can go to the ball,."
4513,77-1,but the only thing is you have to be home by the strike of midnight or everything.
4514,77-1,and everything turns back to where it was.
4515,77-1,So she goes to the ball.
4516,77-1,"and she dances with the prince,."
4517,77-1,"and he's totally enamored of her,."
4518,77-1,but then she hears the clock striking.
4519,77-1,"and so she runs away, um,."
4520,77-1,"but when she's running, she loses one of her glass slippers."
4521,77-1,"And so then they send out this decree all over the land they're gonna find who owns the slipper, so they go to all these houses."
4522,77-1,and they finally wind up at Cinderella's house.
4523,77-1,and they try the shoe on the to.
4524,77-1,"Unattractive Um, physiognomically challenged sisters,."
4525,77-1,"and they don't fit,."
4526,77-1,and then he finally tries it on Cinderella.
4527,77-1,"and it fits perfectly, and the prince is all happy and she's all happy."
4528,77-1,and they get married.
4529,77-1,and live happily ever after in the castle.
4530,77-1,The end.
4531,77-1,"As if, as if."
4532,225-1,"A little girl named um Cinderella,."
4533,225-1,"and she, her mother passed away,."
4534,225-1,"and she was living with her father, and he was lonely."
4535,225-1,and he married a woman who had two little girls that were about the same age as Cinderella.
4536,225-1,"so they all moved into the house together and Um, The stepmother was nice when the dad was there, but not so nice when he wasn't,."
4537,225-1,"and he passed away, so she."
4538,225-1,"and her daughters treated Cinderella like she was their servant, and she was lucky to be able to live with them."
4539,225-1,so she always had to clean.
4540,225-1,and cook.
4541,225-1,"and take care of them, do the laundry, and she was a very nice and pleasant girl and the animals were her friends,."
4542,225-1,"so she had mice and a dog,."
4543,225-1,but she didn't like the stepmother's cat very good.
4544,225-1,"that 's the way she grew up and she was still a lovely person, and she was kind and generous, and she was really pretty nice to the mean stepsisters and mom."
4545,225-1,"Then They lived in a land where there was um a beautiful castle and a king and a queen,."
4546,225-1,and they had a son.
4547,225-1,that they really felt.
4548,225-1,"like he needed to get married,."
4549,225-1,"so , They told him he needed to get married."
4550,225-1,"and he just kind of didn't,."
4551,225-1,"so they said, oh, we're gonna have a ball,."
4552,225-1,"and the prince is going to choose a wife,."
4553,225-1,so we're gonna have a ball.
4554,225-1,"and we're gonna invite all of the women, the girls in this in the country,."
4555,225-1,and they had some.
4556,225-1,"Um,."
4557,225-1,"So they sent out the invitations,."
4558,225-1,"and when Cinderella's stepmother got the invitation, she read it out loud."
4559,225-1,and the girls were so excited.
4560,225-1,"cause they were going to the ball,."
4561,225-1,and Cinderella was so excited.
4562,225-1,because it said that all the unmarried women.
4563,225-1,"could go to the ball,?"
4564,225-1,and she was so happy and the stepmother?
4565,225-1,and the stepsisters just laughed at her?
4566,225-1,"and said, Well, what would you wear?"
4567,225-1,You don't have anything to wear to a beautiful ball.
4568,225-1,so she was supposed to help the stepsisters.
4569,225-1,"and everybody get ready, and she was very sad,."
4570,225-1,but She had a chest downstairs.
4571,225-1,"that had her mother's old things in it,."
4572,225-1,and there was a dress in there.
4573,225-1,"that she thought she could kind of fix up that it would be beautiful, it would be a beautiful ball gown and um but her stepsisters."
4574,225-1,and her stepmother just kept yelling at her to do other things.
4575,225-1,so the mice and the birds.
4576,225-1,and all the Animal friends made it a beautiful dress.
4577,225-1,so she sent the sisters and the mom off to the ball.
4578,225-1,and she went downstairs.
4579,225-1,"Oh no, she didn't send them off yet."
4580,225-1,She went downstairs.
4581,225-1,"and there was a beautiful dress,."
4582,225-1,and she was so happy.
4583,225-1,and she put it on.
4584,225-1,and went upstairs to the telling her mom and her stepsisters.
4585,225-1,that she did have a beautiful gown.
4586,225-1,and she was going to go to the ball.
4587,225-1,and they tore her dress apart.
4588,225-1,"and told her no, she couldn't go to the ball."
4589,225-1,and she needed to just sit by the fire in the ashes.
4590,225-1,"So she was crying and she was very, very sad."
4591,225-1,and she wished she had.
4592,225-1,She wished she could go to the ball.
4593,225-1,"She was just saddened,."
4594,225-1,"so she was wishing she could go to the ball,."
4595,225-1,"and all of a sudden, A fairy godmother came,."
4596,225-1,and the fairy godmother said.
4597,225-1,"that she would give Cinderella her wish,."
4598,225-1,and she made.
4599,225-1,But took a pumpkin out of the yard and her friends that were the mice and the um The old horse.
4600,225-1,"and turned them into a pumpkin coach and a footman and a driver,."
4601,225-1,"and she created Cinderella, a beautiful dress and glass slippers."
4602,225-1,"And then Cinderella went to the ball in the pumpkin coach,."
4603,225-1,and when she got to the ball.
4604,225-1,"And she came down, probably do this."
4605,225-1,She Came down.
4606,225-1,and the prince saw her.
4607,225-1,and nobody recognized her.
4608,225-1,"Her sisters didn't recognize her, nobody recognized her,."
4609,225-1,but the prince was taken with her.
4610,225-1,"and they danced,."
4611,225-1,and they went.
4612,225-1,and talked.
4613,225-1,"and they were so happy,."
4614,225-1,"and the clock struck 12,."
4615,225-1,and Cinderella remembered.
4616,225-1,that the fairy godmother had said on the stroke of 12.
4617,225-1,Everything goes back to what it was.
4618,225-1,"You won't have your beautiful dress, you won't have your carriage,."
4619,225-1,so she ran off.
4620,225-1,"and ran through the ball and down the stairs,."
4621,225-1,"as she was running, one of her glass slippers fell off."
4622,225-1,And she didn't have time to go back.
4623,225-1,"and get it,."
4624,225-1,so she hurried up.
4625,225-1,"and jumped in the carriage,."
4626,225-1,"and they took off galloping,."
4627,225-1,and they went around the corner.
4628,225-1,"and it suck struck midnight,."
4629,225-1,so everything changed except.
4630,225-1,"for she had the glass slippers still on her foot,."
4631,225-1,so she tucked the glass slipper in her pocket.
4632,225-1,and she walked home and the princess um.
4633,225-1,"Servant is I don't know if he was, he was the prince's hand man."
4634,225-1,and he um took off trying to find her.
4635,225-1,and he ran down the stairs.
4636,225-1,And there was a slipper.
4637,225-1,So all they had to try.
4638,225-1,and find this mysterious girl was the slipper.
4639,225-1,"and the prince was just, he said, I just, I love her."
4640,225-1,"and I want to marry her,."
4641,225-1,and we have to find her.
4642,225-1,So they said for all the Maidens in the um in the Country.
4643,225-1,that they were going to come around.
4644,225-1,"and try this glass slipper,."
4645,225-1,"but Cinderella had extremely small, delicate feet,."
4646,225-1,so the slipper did not fit anyone.
4647,225-1,"And when they came to Cinderella's house, Cinderella's mom, evil stepmother, did not want her to be able to try it on,."
4648,225-1,"so she was trying on her sisters,."
4649,225-1,and it did not fit them.
4650,225-1,Even.
4651,225-1,"though they tried very hard to push it on, and then into the woods, because my daughter was Cinderella's mother,."
4652,225-1,"and she, in the real story, they try to cut off the heel."
4653,225-1,"and they cut off a troll trying to get him into the slipper,."
4654,225-1,but it did not fit.
4655,225-1,"And when Cinderella, he was gonna, Cinderella came into the room."
4656,225-1,and he's.
4657,225-1,"like , well, wait, we haven't tried it just."
4658,225-1,"as he was leaving, he says, we haven't tried it on Cinderella."
4659,225-1,so The stepmother got.
4660,225-1,"so anxious, she made the shoe fall."
4661,225-1,"and it broke,."
4662,225-1,and then the prince was so sad.
4663,225-1,"because he was never going to find his beautiful, his beautiful love, and Cinderella."
4664,225-1,Pulled the slipper out of her pocket.
4665,225-1,"and put it on her foot,."
4666,225-1,and she was immediately The fairy godmothers.
4667,225-1,"came and she was in her beautiful dress,."
4668,225-1,"and she got in the carriage with the prince,."
4669,225-1,and they were married.
4670,225-1,"And lived happily ever after, and she was even kind to her stepmother and stepsisters."
4671,225-1,"Kind of Sometimes they're in the laundry, sometimes she's kind to them,."
4672,225-1,but she married the prince.
4673,225-1,and they lived happily ever after.
4674,neural8-1,"Cinderella was a little farm girl whose dad actually did have somewhat of a title, but only."
4675,neural8-1,because he inherited it from her mother.
4676,neural8-1,"When her mother passed away, he remarried."
4677,neural8-1,"Oh, he was a merchant too."
4678,neural8-1,He remarried.
4679,neural8-1,and she brought the two stepdaughters.
4680,neural8-1,"One is Brunhilda,."
4681,neural8-1,and I can't remember the name of the other one.
4682,neural8-1,"So Giselle, who is Cinderella in the story, she chose her best to make friends."
4683,neural8-1,and to do everything that her stepmother.
4684,neural8-1,and her two sisters demand of her.
4685,neural8-1,"When she always dreams for a better time and a better life, she's very kind, does her work, and is subordinate,."
4686,neural8-1,"and Cut, use that word again."
4687,neural8-1,"So, It comes around."
4688,neural8-1,"as she's daydreaming at the castle, she hears tales of a ball,."
